,NAME,X1,Y1,X2,Y2,FRAME
67,chair,155.30874633789062,730.6814575195312,336.337890625,953.9766845703125,84.0
68,chair,667.40673828125,463.426025390625,769.6495361328125,782.4984130859375,85.0
69,chair,149.83651733398438,735.9386596679688,335.64361572265625,953.6455078125,85.0
70,chair,668.4363403320312,465.3327331542969,770.3772583007812,781.2763061523438,86.0
71,chair,145.42282104492188,739.8201904296875,336.6326599121094,954.28564453125,86.0
72,chair,669.103515625,464.3167419433594,771.3713989257812,783.7576293945312,87.0
73,chair,137.84793090820312,739.3764038085938,334.2025146484375,955.1998901367188,87.0
74,refrigerator,202.8048858642578,258.215576171875,302.4608459472656,751.1619262695312,87.0
75,chair,669.4754028320312,466.4785461425781,772.7719116210938,781.94384765625,88.0
76,chair,135.13929748535156,739.7368774414062,332.0135192871094,955.215576171875,88.0
77,sofa,865.3446044921875,506.8424072265625,952.3229370117188,709.8014526367188,88.0
78,chair,670.1561889648438,467.21826171875,774.7925415039062,779.441162109375,89.0
79,chair,132.00059509277344,739.7408447265625,330.79803466796875,954.0823364257812,89.0
80,chair,672.8365478515625,467.69012451171875,776.6614379882812,779.6607666015625,90.0
81,chair,129.9716796875,741.8372802734375,328.81170654296875,957.8583984375,90.0
82,chair,675.1697998046875,466.83282470703125,778.9846801757812,783.5784912109375,91.0
83,chair,127.64573669433594,743.6135864257812,328.485107421875,957.3353271484375,91.0
84,chair,675.3916015625,467.8038024902344,779.3262939453125,782.100830078125,92.0
85,chair,126.60103607177734,745.0775146484375,329.062255859375,958.8876342773438,92.0
86,refrigerator,192.29998779296875,250.74339294433594,289.97113037109375,758.3665161132812,92.0
87,sofa,868.2031860351562,509.03765869140625,960.7571411132812,716.7205200195312,92.0
88,chair,677.340576171875,468.5971374511719,780.1244506835938,780.4186401367188,93.0
89,chair,125.01214599609375,746.8837280273438,327.97930908203125,960.2178955078125,93.0
90,refrigerator,192.48492431640625,255.15109252929688,290.00775146484375,758.5196533203125,93.0
91,sofa,869.111328125,508.3838195800781,962.5924072265625,721.4657592773438,93.0
92,chair,677.5365600585938,467.09698486328125,781.2057495117188,785.4378051757812,94.0
93,chair,127.30278778076172,756.4296264648438,325.4085693359375,956.606689453125,94.0
94,refrigerator,191.87466430664062,255.9921417236328,290.3421936035156,758.455322265625,94.0
95,sofa,870.9822998046875,507.4884338378906,963.6227416992188,729.1000366210938,94.0
96,chair,677.54736328125,466.4514465332031,782.9002685546875,785.083740234375,95.0
97,chair,128.9980926513672,761.0314331054688,324.0834045410156,958.140380859375,95.0
98,refrigerator,190.51602172851562,255.3810577392578,290.8371276855469,760.849609375,95.0
99,sofa,874.0868530273438,509.7770690917969,964.8626098632812,722.8803100585938,95.0
100,chair,679.4359130859375,465.30511474609375,783.6355590820312,787.60302734375,96.0
101,chair,133.29908752441406,764.0025634765625,324.06146240234375,962.9000244140625,96.0
102,refrigerator,188.3525390625,248.24415588378906,292.1597595214844,758.2496948242188,96.0
103,sofa,874.45361328125,505.17132568359375,972.7425537109375,745.3687744140625,96.0
104,chair,680.2508544921875,466.96923828125,784.4774780273438,785.3269653320312,97.0
105,chair,136.68499755859375,764.8017578125,323.14599609375,962.8076782226562,97.0
106,refrigerator,186.57859802246094,234.86721801757812,293.0942077636719,770.0238037109375,97.0
107,chair,684.0341796875,463.1252746582031,787.1141967773438,791.3314819335938,98.0
108,chair,133.43634033203125,769.612548828125,323.7071533203125,961.3131103515625,98.0
109,refrigerator,187.85264587402344,232.92056274414062,292.20135498046875,778.075927734375,98.0
110,sofa,877.5941162109375,507.2951965332031,974.4241333007812,725.1779174804688,98.0
111,chair,684.0821533203125,461.63262939453125,787.4755859375,791.7140502929688,99.0
112,chair,130.26060485839844,772.0306396484375,322.9969787597656,960.351806640625,99.0
113,refrigerator,187.04861450195312,225.19163513183594,292.32958984375,778.7335205078125,99.0
114,chair,685.5709838867188,464.11566162109375,788.6455688476562,791.7127685546875,100.0
115,chair,130.64808654785156,774.7369384765625,318.0971984863281,959.6256103515625,100.0
116,refrigerator,192.6431427001953,238.89210510253906,298.5431823730469,779.2337646484375,100.0
117,diningtable,21.891162872314453,740.1083374023438,230.00901794433594,938.5745849609375,100.0
118,chair,685.587890625,463.4091796875,788.5830688476562,798.0221557617188,101.0
119,chair,125.88868713378906,777.7841186523438,316.436279296875,958.3387451171875,101.0
120,refrigerator,193.00428771972656,236.48175048828125,300.7574768066406,777.1875,101.0
121,diningtable,15.866312980651855,742.738037109375,229.54049682617188,943.20263671875,101.0
122,chair,685.3119506835938,463.87603759765625,789.6795043945312,798.1328125,102.0
123,chair,125.30228424072266,780.1571655273438,311.91302490234375,957.1513061523438,102.0
124,chair,685.78759765625,462.6248474121094,791.5849609375,794.879150390625,103.0
125,chair,686.3408203125,463.7708435058594,792.2305297851562,796.9395751953125,104.0
126,refrigerator,186.37939453125,227.01031494140625,292.3080749511719,782.9296875,104.0
127,chair,686.0980834960938,466.7451477050781,793.3240966796875,797.6172485351562,105.0
128,refrigerator,186.13363647460938,219.6863555908203,292.95892333984375,786.1822509765625,105.0
129,chair,686.33447265625,468.0159606933594,792.3511962890625,804.1397705078125,106.0
130,refrigerator,186.61257934570312,210.47280883789062,292.3388977050781,792.2706909179688,106.0
131,chair,687.1633911132812,469.1739196777344,795.4666748046875,802.7075805664062,107.0
132,refrigerator,186.03390502929688,225.9705352783203,292.2876892089844,780.90625,107.0
133,diningtable,6.86781644821167,752.6531372070312,223.24256896972656,954.9334106445312,107.0
134,chair,686.6273193359375,471.9687805175781,795.9017944335938,798.6422119140625,108.0
135,refrigerator,187.08224487304688,227.0056915283203,291.85723876953125,783.539794921875,108.0
136,chair,687.687255859375,470.9097595214844,794.9268188476562,809.94091796875,109.0
137,refrigerator,186.13768005371094,224.6660614013672,290.777587890625,783.60205078125,109.0
138,chair,687.7826538085938,472.18096923828125,794.889404296875,812.7100830078125,110.0
139,refrigerator,185.00428771972656,218.89669799804688,291.2607727050781,791.2469482421875,110.0
140,chair,687.831298828125,473.48846435546875,795.5111694335938,810.5439453125,111.0
141,refrigerator,181.72885131835938,204.75758361816406,293.16845703125,801.17138671875,111.0
142,chair,691.2993774414062,468.3627624511719,796.7999877929688,815.551025390625,112.0
143,refrigerator,181.59463500976562,203.2269744873047,291.4733581542969,799.7630004882812,112.0
144,chair,691.71142578125,469.4013366699219,796.9446411132812,813.8074340820312,113.0
145,refrigerator,182.02978515625,210.57656860351562,290.20220947265625,802.2601928710938,113.0
146,chair,691.1898803710938,470.22222900390625,797.6581420898438,811.3616943359375,114.0
147,refrigerator,181.46725463867188,215.77859497070312,290.6218566894531,829.9388427734375,114.0
148,chair,691.9763793945312,469.0038146972656,797.7802124023438,814.959716796875,115.0
149,refrigerator,177.07577514648438,170.02218627929688,292.4373779296875,799.6943969726562,115.0
150,chair,692.880859375,469.04962158203125,798.9224853515625,815.4993286132812,116.0
151,refrigerator,178.90585327148438,199.8808135986328,293.04046630859375,814.3411865234375,116.0
152,sofa,911.0031127929688,518.0556640625,1026.72802734375,791.2252197265625,116.0
153,chair,692.0228271484375,470.24993896484375,798.844482421875,812.6109008789062,117.0
154,refrigerator,179.60548400878906,205.7384490966797,291.5570373535156,811.7216186523438,117.0
155,chair,691.83056640625,481.2630920410156,800.7698974609375,821.189697265625,118.0
156,refrigerator,177.09381103515625,198.76527404785156,290.08837890625,847.8555297851562,118.0
157,sofa,913.1104125976562,522.4755859375,1033.0546875,819.752685546875,118.0
158,chair,693.5360717773438,469.7469787597656,800.7198486328125,812.9544677734375,119.0
159,refrigerator,177.48434448242188,199.98692321777344,288.70556640625,851.85107421875,119.0
160,sofa,915.8988037109375,524.4482421875,1036.092041015625,821.4723510742188,119.0
161,chair,693.4425048828125,480.350830078125,800.8983154296875,822.9066162109375,120.0
162,refrigerator,176.0231170654297,204.11781311035156,289.3847961425781,845.9197387695312,120.0
163,sofa,917.36328125,525.6860961914062,1036.475341796875,837.712646484375,120.0
164,chair,694.3539428710938,482.061767578125,802.30419921875,824.5552978515625,121.0
165,refrigerator,176.4954833984375,202.01380920410156,292.243896484375,815.5166015625,121.0
166,sofa,915.9396362304688,524.0823364257812,1039.655029296875,793.287841796875,121.0
167,chair,692.82763671875,485.43896484375,804.0135498046875,821.174560546875,122.0
168,refrigerator,178.0954132080078,203.853271484375,293.385009765625,815.8040161132812,122.0
169,sofa,916.3613891601562,528.5299072265625,1043.390869140625,800.18408203125,122.0
170,chair,692.6087646484375,498.8009948730469,805.4906616210938,838.5597534179688,123.0
171,refrigerator,177.54705810546875,193.84339904785156,291.79345703125,821.3516845703125,123.0
172,chair,694.3258666992188,499.7923889160156,806.4287109375,840.93701171875,124.0
173,refrigerator,174.6566619873047,207.67283630371094,293.5427551269531,810.7236328125,124.0
174,chair,694.4566650390625,501.1641845703125,807.5074462890625,839.8078002929688,125.0
175,refrigerator,173.34877014160156,214.35150146484375,294.0923156738281,810.5506591796875,125.0
176,chair,694.8538818359375,500.63604736328125,808.8943481445312,838.9735717773438,126.0
177,refrigerator,172.12684631347656,200.07557678222656,292.57208251953125,851.3299560546875,126.0
178,chair,93.84734344482422,855.407958984375,271.7019348144531,958.1957397460938,126.0
179,chair,696.1630859375,501.3678894042969,810.3238525390625,841.5068969726562,127.0
180,refrigerator,170.18893432617188,199.28013610839844,293.7391052246094,854.3963623046875,127.0
181,chair,697.2448120117188,501.12738037109375,811.1709594726562,840.7769775390625,128.0
182,refrigerator,168.99229431152344,200.3424072265625,294.1246643066406,854.432373046875,128.0
183,sofa,921.9039306640625,522.6728515625,1066.47314453125,844.7734375,128.0
184,chair,698.1875610351562,500.6553955078125,812.1021728515625,839.732177734375,129.0
185,refrigerator,167.76171875,195.9082489013672,293.0520324707031,857.866943359375,129.0
186,chair,134.87269592285156,870.8872680664062,265.37615966796875,959.0409545898438,129.0
187,sofa,919.0148315429688,522.174560546875,1071.2025146484375,840.2440185546875,129.0
188,chair,699.5869140625,502.6624450683594,814.8287353515625,839.7813110351562,130.0
189,chair,125.2040023803711,873.3978271484375,257.5254211425781,961.3102416992188,130.0
190,refrigerator,164.09024047851562,211.4742889404297,295.60223388671875,847.8501586914062,130.0
191,sofa,924.7530517578125,524.171875,1079.838623046875,835.748291015625,130.0
192,chair,699.123046875,504.85284423828125,816.160888671875,834.91162109375,131.0
193,refrigerator,164.37808227539062,213.7803497314453,290.2835693359375,849.8698120117188,131.0
194,chair,123.13970947265625,874.0054931640625,256.54241943359375,963.7653198242188,131.0
195,sofa,925.4053955078125,522.9445190429688,1082.8687744140625,838.09033203125,131.0
196,chair,700.0411987304688,502.069580078125,816.8335571289062,844.4132690429688,132.0
197,refrigerator,162.91201782226562,210.5931396484375,287.60601806640625,847.9605102539062,132.0
198,chair,123.23680877685547,874.400390625,255.3131103515625,964.70947265625,132.0
199,sofa,928.599853515625,520.3973388671875,1085.6937255859375,844.2234497070312,132.0
200,chair,701.0574340820312,501.1322021484375,817.914306640625,847.0668334960938,133.0
201,refrigerator,164.1339874267578,216.01358032226562,288.91552734375,843.8136596679688,133.0
202,sofa,928.8712158203125,519.5961303710938,1089.181640625,845.1519775390625,133.0
203,chair,700.9307250976562,498.17132568359375,819.547607421875,849.2958984375,134.0
204,refrigerator,159.04489135742188,197.02713012695312,290.92572021484375,856.5003051757812,134.0
205,sofa,929.8660278320312,519.1452026367188,1095.459228515625,842.943115234375,134.0
206,chair,700.6629638671875,498.8929443359375,820.824462890625,847.8839111328125,135.0
207,refrigerator,156.6861572265625,200.5078125,289.0884704589844,854.73095703125,135.0
208,sofa,931.6461791992188,519.493896484375,1096.8836669921875,843.2236938476562,135.0
209,chair,702.74462890625,495.1502685546875,821.4251098632812,853.6231689453125,136.0
210,refrigerator,155.3677520751953,194.4366912841797,287.4732666015625,862.5059814453125,136.0
211,sofa,939.4501953125,525.82958984375,1098.1478271484375,860.5140991210938,136.0
212,chair,704.71630859375,496.4654235839844,822.5702514648438,854.05712890625,137.0
213,refrigerator,152.0105438232422,197.19781494140625,286.280029296875,862.7481079101562,137.0
214,sofa,941.02783203125,527.8712768554688,1099.4505615234375,862.6682739257812,137.0
215,chair,705.7774658203125,494.4081726074219,824.0159912109375,856.39599609375,138.0
216,refrigerator,153.18467712402344,195.27322387695312,286.94744873046875,863.1858520507812,138.0
217,sofa,941.8232421875,529.9005737304688,1103.3748779296875,856.1954345703125,138.0
218,chair,705.7398071289062,492.5133056640625,826.0302734375,859.0963134765625,139.0
219,refrigerator,153.30526733398438,205.66160583496094,287.3520812988281,859.4473876953125,139.0
220,sofa,942.399169921875,532.0262451171875,1108.004638671875,858.7998046875,139.0
221,chair,708.091064453125,490.6387634277344,828.0289306640625,859.4463500976562,140.0
222,refrigerator,150.87771606445312,201.13734436035156,285.3443298339844,861.8348388671875,140.0
223,sofa,943.2843627929688,531.3424072265625,1111.0545654296875,861.2109375,140.0
224,chair,708.61669921875,487.9130859375,827.7530517578125,864.8209228515625,141.0
225,refrigerator,151.75201416015625,192.18885803222656,284.9808044433594,871.272216796875,141.0
226,sofa,945.5465698242188,532.1300048828125,1119.3944091796875,862.3668212890625,141.0
227,chair,709.4920654296875,485.14068603515625,830.6871337890625,870.86279296875,142.0
228,sofa,942.4526977539062,531.9693603515625,1125.44140625,864.9738159179688,142.0
229,refrigerator,148.9162139892578,191.61843872070312,283.88507080078125,869.248779296875,142.0
230,chair,712.1475830078125,487.2304382324219,831.6467895507812,868.1137084960938,143.0
231,sofa,940.5318603515625,533.8217163085938,1130.8916015625,860.1773071289062,143.0
232,refrigerator,147.71820068359375,192.2236328125,284.2296142578125,868.0365600585938,143.0
233,chair,715.564453125,488.43865966796875,833.6444702148438,871.6342163085938,144.0
234,refrigerator,144.6438751220703,206.71945190429688,285.325439453125,856.9147338867188,144.0
235,sofa,940.3890380859375,534.2670288085938,1132.45947265625,863.2981567382812,144.0
236,chair,717.5835571289062,489.4241027832031,835.4828491210938,870.5043334960938,145.0
237,refrigerator,142.95266723632812,198.0293731689453,287.932861328125,867.68310546875,145.0
238,sofa,944.4239501953125,534.7908325195312,1142.6026611328125,868.3058471679688,145.0
239,chair,719.2349853515625,490.34161376953125,837.3816528320312,870.3833618164062,146.0
240,refrigerator,142.48643493652344,202.14718627929688,292.59161376953125,866.497314453125,146.0
241,sofa,942.5123291015625,527.6943969726562,1151.3099365234375,843.496826171875,146.0
242,chair,722.0236206054688,493.8567810058594,842.1373901367188,876.4634399414062,147.0
243,refrigerator,142.43414306640625,208.8456573486328,289.1711730957031,864.2315673828125,147.0
244,sofa,944.6656494140625,530.3792724609375,1154.7164306640625,864.7023315429688,147.0
245,chair,723.3309936523438,493.6508483886719,841.532470703125,876.3267822265625,148.0
246,refrigerator,140.2837677001953,211.7755584716797,286.81427001953125,862.293701171875,148.0
247,sofa,945.7111206054688,531.3746337890625,1157.953857421875,862.9559936523438,148.0
248,chair,724.4994506835938,493.78619384765625,841.819580078125,878.3251342773438,149.0
249,refrigerator,141.5436248779297,204.57366943359375,285.7524719238281,870.2988891601562,149.0
250,sofa,951.5682373046875,530.9874877929688,1161.3587646484375,866.4949340820312,149.0
251,chair,724.7412719726562,494.95440673828125,841.5601196289062,883.38134765625,150.0
252,refrigerator,137.58470153808594,211.76902770996094,286.71337890625,896.04736328125,150.0
253,sofa,950.9819946289062,542.0720825195312,1162.3485107421875,892.6267700195312,150.0
254,chair,724.8856201171875,495.4296569824219,841.995849609375,881.8621215820312,151.0
255,refrigerator,135.92054748535156,205.9099884033203,285.4060974121094,873.1158447265625,151.0
256,sofa,952.7308349609375,543.4284057617188,1165.500244140625,891.47998046875,151.0
257,chair,723.5217895507812,510.15911865234375,842.7713012695312,891.0467529296875,152.0
258,refrigerator,126.2786865234375,190.33274841308594,280.66302490234375,915.5040283203125,152.0
259,sofa,953.7154541015625,537.180908203125,1169.178955078125,869.668701171875,152.0
260,chair,723.7604370117188,523.5203857421875,844.6981811523438,899.76123046875,153.0
261,sofa,955.6220092773438,545.724853515625,1179.3265380859375,890.4647827148438,153.0
262,refrigerator,127.76854705810547,197.11183166503906,273.5809326171875,900.64453125,153.0
263,chair,729.693359375,520.2747802734375,845.4251708984375,901.6737060546875,154.0
264,sofa,956.2327880859375,546.8382568359375,1183.1611328125,893.8076782226562,154.0
265,refrigerator,126.65023040771484,194.28878784179688,273.0738525390625,900.8054809570312,154.0
266,chair,726.8505859375,531.912353515625,846.0693359375,905.3156127929688,155.0
267,sofa,962.8499755859375,543.8966674804688,1195.0955810546875,892.62451171875,155.0
268,refrigerator,126.76362609863281,204.94419860839844,270.9822998046875,892.1487426757812,155.0
269,chair,726.0952758789062,534.9612426757812,846.8917846679688,906.2646484375,156.0
270,sofa,961.8214111328125,543.280517578125,1203.8162841796875,887.1726684570312,156.0
271,refrigerator,127.01322937011719,205.63748168945312,266.837646484375,894.595947265625,156.0
272,chair,728.4845581054688,534.7418823242188,846.175048828125,906.5151977539062,157.0
273,sofa,961.1441040039062,546.2898559570312,1209.26953125,893.3897094726562,157.0
274,refrigerator,123.0424575805664,185.2435302734375,263.7035217285156,888.9320678710938,157.0
275,chair,728.8302001953125,531.7542114257812,846.1058959960938,909.4063720703125,158.0
276,sofa,961.0222778320312,547.436279296875,1211.985595703125,894.2463989257812,158.0
277,refrigerator,117.0152359008789,184.66445922851562,261.6880187988281,909.1881103515625,158.0
278,chair,728.3201904296875,534.1048583984375,846.7257690429688,908.5764770507812,159.0
279,sofa,964.293701171875,548.1591796875,1226.0948486328125,899.2241821289062,159.0
280,refrigerator,114.91561126708984,190.4916534423828,260.2772216796875,902.2523193359375,159.0
281,chair,730.8953247070312,524.6632080078125,846.7318725585938,908.813232421875,160.0
282,sofa,966.20654296875,550.3743896484375,1225.734130859375,898.2020263671875,160.0
283,refrigerator,120.5247573852539,189.80258178710938,263.50482177734375,890.106201171875,160.0
284,chair,727.4775390625,521.5865478515625,850.100830078125,911.7173461914062,161.0
285,sofa,966.3085327148438,551.3847045898438,1229.6552734375,896.5828247070312,161.0
286,refrigerator,116.38021850585938,192.97569274902344,254.51539611816406,870.7144165039062,161.0
287,chair,728.2205200195312,520.0965576171875,848.62353515625,912.7197265625,162.0
288,refrigerator,113.69864654541016,189.6749267578125,254.7191162109375,873.1385498046875,162.0
289,sofa,969.0072631835938,550.0026245117188,1237.2724609375,898.6349487304688,162.0
290,chair,729.6619262695312,519.8566284179688,850.154541015625,917.31640625,163.0
291,sofa,971.4252319335938,548.4828491210938,1243.50244140625,904.058349609375,163.0
292,refrigerator,111.53924560546875,185.88595581054688,255.2213897705078,878.0827026367188,163.0
293,chair,728.4886474609375,521.26953125,851.2264404296875,913.880859375,164.0
294,sofa,971.6266479492188,547.0684814453125,1246.317138671875,906.1807250976562,164.0
295,refrigerator,109.51549530029297,169.98614501953125,253.3271026611328,893.71875,164.0
296,pottedplant,993.9033203125,734.544189453125,1187.5247802734375,958.3614501953125,171.0
297,pottedplant,928.439453125,378.65185546875,1071.1744384765625,657.66162109375,317.0
298,sofa,275.4488830566406,635.7557983398438,507.19122314453125,805.4686279296875,317.0
299,chair,279.9904479980469,640.237060546875,506.9473571777344,823.4730224609375,317.0
300,chair,919.884033203125,690.4508666992188,1191.231689453125,827.7382202148438,317.0
301,sofa,-5.443490982055664,784.0967407226562,1248.59228515625,942.0595092773438,317.0
302,pottedplant,928.6585083007812,378.09515380859375,1071.2647705078125,659.0299682617188,318.0
303,sofa,275.6658630371094,635.76953125,507.13525390625,805.47314453125,318.0
304,chair,279.872314453125,640.0740356445312,506.939453125,823.6404418945312,318.0
305,chair,919.947998046875,690.4949951171875,1191.5418701171875,827.515380859375,318.0
306,sofa,-5.404710292816162,784.3080444335938,1247.52099609375,942.0670776367188,318.0
307,pottedplant,929.0355834960938,378.08612060546875,1071.09912109375,658.8603515625,319.0
308,sofa,273.3083801269531,636.0397338867188,507.0025634765625,805.0259399414062,319.0
309,chair,278.0142517089844,640.341796875,507.0507507324219,823.5771484375,319.0
310,chair,920.4663696289062,690.0388793945312,1191.2830810546875,827.4395141601562,319.0
311,sofa,-5.174513339996338,784.0288696289062,1246.70654296875,941.8271484375,319.0
312,pottedplant,929.0164184570312,377.930908203125,1071.0303955078125,659.2396850585938,320.0
313,sofa,274.8672790527344,635.9295654296875,507.19610595703125,805.0604248046875,320.0
314,chair,279.44659423828125,640.3201293945312,507.0080261230469,823.6696166992188,320.0
315,chair,920.4922485351562,690.8773193359375,1191.126220703125,827.4644165039062,320.0
316,sofa,-4.034235954284668,784.5485229492188,1245.7933349609375,941.90673828125,320.0
317,pottedplant,928.4646606445312,378.7586975097656,1071.2926025390625,655.6470947265625,321.0
318,chair,936.2793579101562,756.3937377929688,1119.53125,819.1412353515625,321.0
319,chair,266.54254150390625,642.2255249023438,511.3162536621094,822.495849609375,321.0
320,sofa,251.72720336914062,637.1266479492188,499.0681457519531,805.1575317382812,321.0
321,chair,7.528228759765625,758.8412475585938,272.05670166015625,834.6375122070312,321.0
322,chair,918.2748413085938,681.778564453125,1191.9189453125,829.3814697265625,321.0
323,sofa,13.212890625,784.6458740234375,1242.5245361328125,944.34521484375,321.0
324,pottedplant,929.060546875,379.5394287109375,1071.673095703125,656.3157348632812,322.0
325,chair,936.60693359375,756.5712890625,1119.8056640625,819.49072265625,322.0
326,chair,265.42059326171875,642.5062866210938,511.66668701171875,822.538330078125,322.0
327,sofa,250.03082275390625,637.7077026367188,499.16400146484375,804.285400390625,322.0
328,chair,918.7950439453125,682.7359619140625,1191.655517578125,829.3831176757812,322.0
329,sofa,19.644493103027344,784.7525634765625,1237.1378173828125,944.807373046875,322.0
330,pottedplant,929.0642700195312,379.6258239746094,1071.7064208984375,656.0059814453125,323.0
331,chair,936.61181640625,756.6533203125,1119.671142578125,819.4750366210938,323.0
332,chair,265.4336853027344,642.6229858398438,511.6671447753906,822.5078125,323.0
333,sofa,249.98414611816406,637.777587890625,499.18438720703125,804.1411743164062,323.0
334,chair,917.8250732421875,682.1421508789062,1192.033447265625,829.1990966796875,323.0
335,sofa,19.132080078125,784.6229858398438,1237.608642578125,944.7438354492188,323.0
336,pottedplant,929.005126953125,379.1898193359375,1071.8895263671875,655.6793212890625,324.0
337,chair,936.666748046875,756.8772583007812,1119.6798095703125,819.4431762695312,324.0
338,chair,264.6929626464844,642.4351806640625,511.8028259277344,822.7293701171875,324.0
